gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,1,0,0,-0.8199998444924363,1,1,0.8955296746639818,-0.5140956071221873,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,-0.3303724666247679,1,1,0.863943396539055,-0.006649344840435133,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,0.7304868520885137,1,0,-1.4701163133239479,-0.5866639712037385,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0,-1.2280226593821602,1,1,0.7143241843683498,-0.9253754798386562,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,1.6281370448459058,0,1,-0.5042411769775056,0.5888237625023429,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False
0,0,1,1,0.7304868520885137,1,1,0.6661135493355673,0.8262234474439457,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0,-0.8199998444924363,1,1,1.1897807919330359,-0.483134287972479,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,1,0,0,1.6281370448459058,1,0,1.5721410008137273,2.5239062093591116,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,1,1,0,1.0161028225113204,1,0,0.9853012019664051,1.412980366802601,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0,0,0,-1.2688249408711325,1,1,-0.6721471817468528,-0.9800013602582347,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,0.4040686001767348,1,0,-1.3071976156269578,-0.578258283554928,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,1,1,0.975300541022348,1,1,0.7143241843683498,1.126809950621594,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
0,0,1,1,1.6281370448459058,1,1,0.7159866200591357,1.710971974320854,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,1,0,-1.2280226593821602,0,1,-0.973048041779049,-0.9690894913315468,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,1,0.28166175570981766,1,0,-1.3088600513177433,-0.5540836145913306,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,1,1.5057302003789887,1,1,1.3510370539392405,2.2374918286289307,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
0,0,1,0,1.6281370448459058,0,1,-0.3379976078989441,0.7469571475578015,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
1,0,0,0,1.3425210744230993,1,1,1.4890192162744467,2.0793362649780924,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,1,0,-1.1056158149152429,1,1,0.8240449399602007,-0.8162789691671555,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,1,1,0.7712891335774861,1,1,0.6594638065724248,0.8394862474808554,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,-0.5751861555586021,1,1,0.32531423272451626,-0.40264816534046505,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,-0.9832089704483259,1,1,-0.49260412714200646,-0.8250616929374166,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,1.1385096669782375,1,1,1.5438795940703716,1.9460429067476146,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,1,1,0.2408594742208453,1,0,0.32198936134294476,0.24343649665821168,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
1,1,1,0,-1.0240112519372981,1,1,0.36687512499415664,-0.763139054638,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-0.12636105917990603,0,0,-0.9996470128316189,-0.553906185828295,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0,1,0,-0.08555877769093367,1,1,0.9869636376571906,0.2718916345300423,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1,0,0,1,-1.1056158149152429,1,1,-0.5225279695761474,-0.8952569473133669,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,1,0,0.9344982595333756,1,1,0.44500960246108034,0.9779250398393646,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1,1,0,1.5873347633569335,1,1,0.6095907358488563,1.5869714475543646,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
0,1,1,0,1.424125637401044,1,1,1.3709862822286676,2.1551648825804226,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
1,0,1,0,1.6281370448459058,1,1,1.5372298513072291,2.5322231826264043,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,1,1,-0.16716334066887842,1,1,0.20063155591559517,-0.11590110567959207,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0,0.32246403719879,1,0,-1.5050274628304456,-0.6535546148681514,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,-0.8199998444924363,1,0,-1.3088600513177433,-0.8593276227986625,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,1,1,-0.6567907185365469,1,0,0.12914682121181353,-0.5050689188027523,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
1,0,1,0,0.20005719273187292,1,0,-1.4634665705608054,-0.6901271186488597,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,0,0,-1.2280226593821602,1,0,-1.47676605608709,-0.9826627917037684,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,1.6281370448459058,1,1,1.6037272789386536,2.6051685828294064,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,-0.2895701851357955,1,1,0.514831901474076,-0.10563241601890806,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,0.975300541022348,1,0,0.5297938226911466,1.002543280710551,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,0,1,1,0.11845262975392819,1,0,-1.4884031059225895,-0.6948733380600615,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,0.8120914150664585,1,1,-0.03709674786674794,0.48303186254237973,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
1,1,1,1,1.6281370448459058,1,1,1.6818617564055778,2.6361077233837356,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0,-1.2688249408711325,1,0,-1.5066898985212314,-0.9911350151387172,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,0.2408594742208453,1,1,1.306151290288029,0.7696014934402171,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,1,1,0.36326631868776244,1,1,0.9952758161111187,0.7275065194100263,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,1,1,0.8120914150664585,1,0,-1.5017025914488744,-0.5317275904488478,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,0.28166175570981766,0,0,-0.9580861205619786,-0.41888289715822036,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
0,0,1,0,-0.9424066889593534,1,0,0.9104915958810524,-0.6155405023877788,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,-1.1464180964042154,1,1,0.3170020542705882,-0.8750078897319318,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,1.4649279188900164,1,1,0.8140703258154867,1.7207083776924312,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,1,1,0.9344982595333756,1,0,-1.4418549065805923,-0.46272998022338757,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,-1.2688249408711325,1,1,-0.6621725676021389,-0.9798682886859582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,-0.9016044074703811,1,0,-0.13850532500467033,-0.7496322900519167,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0,1,1,-0.6975930000255193,1,0,-1.4634665705608054,-0.8505670776237808,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,0,0,-1.2688249408711325,1,0,-0.6172868039509276,-0.9792694666107129,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.4040686001767348,1,1,0.11086002861317187,0.27890007066994765,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True
0,0,1,1,0.648882289110569,1,0,-1.4900655416133752,-0.6077558154095929,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,0.6080800076215966,1,0,-1.4834157988502328,-0.5786796768671375,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,1,0,0,-1.1872203778931878,1,1,1.3510370539392405,-0.868975311788722,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,-0.0447564962019613,1,1,-0.17674134589273965,-0.1644278723698226,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0,0,0,-1.1464180964042154,1,1,-1.4684538776331622,-0.9748781047255826,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,0,0,-1.2688249408711325,1,1,-1.2855859516467445,-0.9881852619532508,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,0,0,-1.2688249408711325,1,1,-1.4684538776331622,-0.9906249074449901,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,1,1,1.2609165114451546,1,0,-1.4967152843765177,-0.4389767045719996,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,0,1,0,0.2408594742208453,0,1,-0.1451550677678129,-0.026743152254214385,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False
0,1,1,0,1.3425210744230993,1,1,1.3792984606825955,1.9836578045111575,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,1,1,1.0977073854892652,1,0,-1.2938981301006727,-0.3191235751414669,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,-0.2895701851357955,1,1,-1.4701163133239479,-0.7616752673429565,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,0,0,1.424125637401044,1,0,-0.31472350822794565,0.6529420817443249,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,-0.9832089704483259,1,0,-1.4667914419423767,-0.9221152263178776,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,0,-0.5343838740696297,1,0,0.8406692968680568,-0.21843275211877655,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,1,1,0,1.546532481867961,1,1,0.3751873034480847,1.4007599607485257,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,0,1,0,-0.2895701851357955,1,1,0.22224321989580786,-0.18443296540208393,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,1,0,-0.3303724666247679,1,0,-1.46180413487002,-0.7854285429943444,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,0,1,0,0.2408594742208453,1,0,-1.46180413487002,-0.6697893466859066,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,1,0,0.15925491124290056,1,1,1.0185499157821174,0.5264131951045785,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1,1,0,0,0.6080800076215966,1,1,0.7209739271314923,0.7150865059975359,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,1,0,1.2201142299561822,1,0,-1.353745814968955,-0.37115455990165,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,1,0,0,0.03684806677598344,1,1,0.6478267567369251,0.20528931260556246,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,1.546532481867961,1,0,1.1482198996633957,2.033825787259467,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
0,1,0,0,-0.7383952815144916,1,1,1.3460497468668833,-0.3202990406965775,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,1,1,-0.6159884370475746,1,1,0.15408335657359776,-0.48963261641865696,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,0.975300541022348,1,0,0.1457711781196697,0.692819196236571,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
0,0,1,1,1.5873347633569335,1,0,-1.4717787490147334,-0.3831975371926899,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,1,-0.8608021259814087,1,0,0.7259612342038493,-0.6033866321198417,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,1.2201142299561822,1,0,1.2512909124921034,1.8966068176468274,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False
0,0,1,1,1.6281370448459058,1,0,0.8838926248284827,1.9512548766617848,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,0,0,-1.1872203778931878,1,1,1.3626741037747394,-0.8562004408501604,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0,1,0,-0.3303724666247679,1,0,0.3336264111784443,-0.23979073946918414,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
1,1,0,0,-0.8199998444924363,1,1,0.2970528259811605,-0.6322853418992614,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,1,1,-0.7383952815144916,1,0,0.5347811297635037,-0.4952216224542777,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
0,0,0,0,1.0569051040002928,1,1,0.01776362992917754,0.6839699366801714,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
1,0,0,0,1.2201142299561822,1,1,0.9287783884796942,1.5427251497723673,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
0,0,0,0,-0.08555877769093367,1,1,-0.3014240227016608,-0.3206538982226487,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0.4040686001767348,1,1,1.357686796702383,0.9524640123437594,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,1,1,0,0.4040686001767348,1,1,0.32531423272451626,0.4328860583894497,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,0,1.424125637401044,1,0,1.2812147549262447,2.100849502496156,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False
1,0,1,1,-1.0648135334262705,1,1,0.6378521425922116,-0.7877572955091864,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
0,0,0,0,-0.9016044074703811,1,1,0.6760881634802809,-0.6305110542689056,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,0,1,-0.6975930000255193,1,1,-1.3155097940808858,-0.8558012261333303,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,0,0,0.32246403719879,1,0,0.34692589670472895,0.31857757780377866,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,-1.1872203778931878,0,1,-0.9614109919435496,-0.9521894016524081,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,-1.2688249408711325,1,0,-1.4950528486857322,-0.9909797649710611,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,-0.2895701851357955,1,0,-0.35628440049758603,-0.39834551783685224,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,-1.2688249408711325,1,1,0.3303015397968728,-0.9666276672444281,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,0.07765034826495582,0,1,-1.3071976156269578,-0.6213512943771939,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,-1.2688249408711325,0,0,-0.8068044727004875,-0.9817978264839701,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0,1,1,-0.5751861555586021,1,0,0.627877528447498,-0.2849241810663592,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,0,0,-0.5751861555586021,1,0,-1.508352334212017,-0.8448671786112629,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,1,1,-0.8199998444924363,1,1,-1.4717787490147334,-0.896498948654616,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,0,1,0.44487088166570715,1,1,-0.013822648195749234,0.21449342968803306,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,0.975300541022348,1,0,-1.3121849226993145,-0.40786013525463516,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,1,1,-0.6567907185365469,1,0,-0.0038480340510356403,-0.5453674266072078,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0,0,0,0,1.0569051040002928,1,1,1.028524529926831,1.5809832268019137,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0,1,1,-0.3711747481137403,1,0,0.5813293291055005,-0.19634287112084714,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,1,1,1,1.5873347633569335,1,1,0.2837533404548759,1.28021929486123,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False
0,0,1,1,0.03684806677598344,1,0,-1.4717787490147334,-0.702236631726038,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,-0.9424066889593534,1,1,0.4416847310795093,-0.6828081821736421,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0,-1.0648135334262705,1,1,0.8772428820653402,-0.77236535031585,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,1,0,1.0977073854892652,0,1,-0.667159874674496,0.1833103245845302,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,1,1.1793119484672099,1,1,0.5530679223621453,1.2076952879704377,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0,-0.5751861555586021,1,0,0.32531423272451626,-0.3843508241524211,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0,-1.1464180964042154,1,1,0.3352888468692299,-0.868975311788722,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,1.6281370448459058,1,0,0.5048572873293624,1.577966937830309,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
1,0,0,0,1.0977073854892652,1,1,0.009451451475249466,0.6573556222248348,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
1,0,0,1,-0.12636105917990603,1,0,-1.4800909274686616,-0.7622519108228221,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,1,1,1,1.6281370448459058,1,1,0.8572936537759129,1.979643478747477,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,1,1,0,-0.6159884370475746,1,1,0.40178627450065446,-0.45248346915808285,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.6080800076215966,1,0,0.36853756068494214,0.5729217096152793,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,-0.452779311091685,1,1,0.31035231150744563,-0.3081895276193994,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,1.0977073854892652,1,1,1.1681691279528228,1.6005225693312068,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False
0,0,1,1,-0.3303724666247679,1,0,-1.3188346654624568,-0.7459728218143078,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,-0.16716334066887842,1,0,0.8855550605192682,0.1653013051364191,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1,0,1,1,-0.6567907185365469,1,1,-0.2831372301030189,-0.6190890776484904,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,-0.8608021259814087,1,0,-1.473441184705519,-0.8941480175443947,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,0,0,0,0.5672777261326243,1,0,-1.5017025914488744,-0.5967552321013869,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,-1.1872203778931878,1,0,-1.4751036203963046,-0.9713738866556298,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,-1.2688249408711325,1,0,0.9088291601902669,-0.9589095160523805,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0,0,0,-0.41197702960271265,0,1,-0.4576929776355084,-0.5234993315630729,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,-1.2688249408711325,1,0,0.20063155591559517,-0.968357597684025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,-0.9424066889593534,1,1,0.3419385896323724,-0.687510044394085,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,-0.24876790364682316,1,1,0.5430933082174317,-0.02683186663573209,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,1.3425210744230993,1,1,-0.15845455329409777,0.6592851600228469,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
1,0,1,0,0.44487088166570715,1,1,0.5264689513095756,0.5891120842422758,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,1,1,-0.08555877769093367,1,0,-1.4850782345410183,-0.7337745943556119,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,1,0.9344982595333756,1,0,0.4998699802570058,0.8804722917420736,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,1,1,0.8936959780444033,1,1,1.3211132115050992,1.5047332158873745,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
1,0,0,0,0.4856731631546795,1,0,1.2030802774593206,0.9513107253840279,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0,1,1,-0.7383952815144916,1,1,-1.4850782345410183,-0.8826373265424615,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,1.4649279188900164,1,0,1.5754658721952983,2.33221660949455,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,1,0,1.5873347633569335,1,0,0.5813293291055005,1.628312349341654,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,1,1,-0.5751861555586021,1,1,0.7824840476905603,-0.3340054126410759,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0,1,0,-0.452779311091685,1,1,1.331087825649813,-0.023615970305712247,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0,0,0,-0.8608021259814087,1,1,0.5031948516385768,-0.6466570717051432,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,0.20005719273187292,1,1,-1.3387838937518843,-0.6172926114227552,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,0,1.0569051040002928,1,1,0.6627886779539958,1.1811918664919983,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,1,0,1.6281370448459058,1,1,1.1133087501568972,2.035023431409957,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False
0,1,0,0,-1.0240112519372981,1,1,-0.5374898907932179,-0.8486153612303895,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,-0.16716334066887842,1,0,-1.2905732587191014,-0.7014160236969984,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,1,1,0,0.20005719273187292,1,1,0.7093368772959932,0.4070479947723937,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,1,-1.1464180964042154,1,1,0.7176490557499212,-0.8304510916146223,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,-1.1872203778931878,1,1,0.34526346101394345,-0.897785307186624,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,-0.41197702960271265,1,1,0.6627886779539958,-0.17647084966086238,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
0,1,0,0,-0.9832089704483259,1,1,0.9221286457165516,-0.6757997460337368,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
